Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
98.0,F,40752.0,1.78,New York,Phd,2
73.0,F,26674.0,1.56,Houston,Bachelor,5
67.0,M,90641.0,1.8,New York,Bachelor,5
56.0,F,78156.0,1.81,Los Angeles,,5
28.0,F,72062.0,1.75,Houston,Phd,0
92.0,M,80837.0,1.81,Houston,Bachelor,4
54.0,F,23817.0,1.93,Phoenix,Phd,4
,,183795.0,1.93,,Phd,0
11.0,M,82011.0,1.94,Chicago,Master,1
29.0,M,34956.0,1.98,Los Angeles,Bachelor,1
,,188004.0,1.96,,No Education,0
42.0,F,49175.0,1.66,Chicago,Phd,4
80.0,M,70969.0,1.91,Los Angeles,,4
92.0,M,43172.0,1.57,Los Angeles,Phd,1
,,,1.54,,Bachelors,0
100.0,M,30733.0,1.95,Chicago,Phd,0
82.0,F,84702.0,1.83,Los Angeles,Master,3
42.0,F,80980.0,1.69,New York,Bachelor,4
75.0,M,43346.0,1.8,New York,Phd,1
18.0,F,32765.0,2.0,Phoenix,,1
91.0,F,25307.0,1.54,Phoenix,Master,2
9.0,M,32377.0,1.65,Los Angeles,Phd,5
15.0,M,43534.0,1.84,Houston,Bachelor,1
,,,1.9,,Mastre,0
72.0,F,35537.0,1.57,Phoenix,Phd,0
43.0,F,32579.0,1.99,Phoenix,Bachelor,0
96.0,F,75960.0,1.85,Houston,,2
57.0,F,92725.0,1.64,Houston,Bachelor,4
23.0,F,26732.0,1.96,Los Angeles,Master,0
,,,1.79,,Phd,0
81.0,M,73689.0,1.53,New York,Master,3
43.0,M,51724.0,1.91,New York,,4
81.0,M,49907.0,1.7,New York,Bachelor,5
,,,1.8,,Phd,0
12.0,F,40129.0,1.78,New York,Phd,0
80.0,M,53990.0,1.79,Los Angeles,Bachelor,4
36.0,M,26824.0,1.56,Houston,,0
59.0,M,84537.0,1.97,Phoenix,,1
28.0,F,75027.0,1.87,Los Angeles,Master,3
64.0,M,30898.0,1.61,Chicago,Master,5
63.0,M,54494.0,1.72,Chicago,Master,2
74.0,F,55196.0,1.95,New York,Master,5
55.0,M,29216.0,1.93,Los Angeles,,1
,,187688.0,1.93,,Bachelors,0
52.0,M,71061.0,1.66,Los Angeles,Phd,5
87.0,M,60975.0,1.72,New York,Bachelor,0
26.0,M,87851.0,1.82,New York,Phd,5
65.0,M,64799.0,1.76,Houston,Master,0
75.0,F,98939.0,1.87,New York,Bachelor,5
49.0,F,40046.0,1.74,Los Angeles,Bachelor,3
46.0,F,71027.0,1.52,Los Angeles,Phd,5
38.0,F,65488.0,1.51,Los Angeles,Bachelor,3
,,192752.0,1.76,,No Education,0
73.0,F,85237.0,1.65,New York,Bachelor,5
80.0,M,60784.0,1.54,Los Angeles,Phd,1
64.0,M,57908.0,1.96,Chicago,Master,3
87.0,M,71350.0,1.71,Phoenix,Bachelor,1
60.0,F,60530.0,1.68,New York,Bachelor,4
73.0,F,78995.0,1.69,Los Angeles,Phd,5
11.0,F,89219.0,1.6,Houston,,4
91.0,F,87233.0,1.87,New York,Phd,5
62.0,M,36864.0,1.81,Phoenix,Bachelor,3
71.0,F,90613.0,1.95,Phoenix,Master,1
81.0,F,55967.0,1.94,Houston,,2
81.0,M,22992.0,1.53,Phoenix,Phd,0
20.0,M,44570.0,1.69,Houston,Master,5
18.0,M,52344.0,1.79,Los Angeles,Bachelor,5
3.0,F,53397.0,1.53,Houston,Bachelor,3
6.0,F,20800.0,1.92,Phoenix,,2
71.0,F,54649.0,1.6,New York,,0
92.0,F,29522.0,1.58,Phoenix,Phd,3
83.0,F,20972.0,1.96,Chicago,Master,3
16.0,F,58159.0,1.73,New York,Bachelor,2
,,166681.0,1.94,,Phd,0
4.0,M,35844.0,1.57,Chicago,Master,4
13.0,M,75773.0,1.85,New York,Master,2
96.0,M,35577.0,1.71,Chicago,Bachelor,3
33.0,F,69057.0,1.78,Phoenix,Bachelor,2
23.0,M,98081.0,1.66,Chicago,,4
,,183608.0,1.52,,No Education,0
53.0,F,90775.0,1.81,New York,,2
86.0,M,51251.0,1.55,Phoenix,Phd,2
54.0,F,26737.0,1.94,New York,Master,1
77.0,M,88389.0,1.52,Chicago,Master,1
8.0,F,86162.0,1.9,Chicago,Master,0
51.0,F,75599.0,1.99,Houston,,0
24.0,F,77945.0,1.89,Chicago,Phd,5
,,199905.0,1.8,,Phd,0
11.0,M,76690.0,1.56,Chicago,Master,5
42.0,M,48901.0,1.61,Chicago,Phd,5
63.0,F,56221.0,1.86,New York,Bachelor,5
42.0,F,59276.0,1.69,Phoenix,,5
76.0,M,24418.0,1.84,Houston,Phd,0
44.0,F,60968.0,1.55,Chicago,,3
14.0,F,25805.0,1.65,Chicago,,0
33.0,F,54326.0,1.97,Los Angeles,Master,2
75.0,F,37539.0,1.79,Los Angeles,Master,2
99.0,F,28190.0,1.53,Phoenix,,0
,,189500.0,1.54,,Bachelors,0
98.0,M,70424.0,1.94,Houston,Bachelor,2
6.0,M,54309.0,1.56,Houston,Bachelor,3
73.0,F,81251.0,1.92,Phoenix,Phd,4
90.0,F,60424.0,1.69,Phoenix,Bachelor,1
51.0,F,21860.0,1.77,New York,,4
57.0,F,81791.0,1.74,Los Angeles,,2
13.0,M,92958.0,1.65,Houston,Master,5
81.0,M,80573.0,1.53,Los Angeles,Bachelor,0
90.0,F,37181.0,1.97,Chicago,Phd,0
86.0,M,72047.0,1.71,Chicago,,4
2.0,F,47663.0,1.9,Phoenix,,0
85.0,M,40891.0,1.95,Los Angeles,,0
66.0,F,75713.0,1.71,Chicago,Bachelor,1
2.0,F,38445.0,1.53,Houston,Phd,2
1.0,F,94740.0,1.52,Los Angeles,,1
92.0,F,25306.0,1.75,Phoenix,Master,4
34.0,F,84783.0,1.64,Houston,Bachelor,4
81.0,M,59200.0,1.66,Chicago,Bachelor,2
46.0,M,24454.0,1.91,Los Angeles,Master,3
66.0,M,23629.0,1.57,Chicago,,0
89.0,F,54128.0,1.8,Chicago,,3
62.0,F,47566.0,1.6,Phoenix,Master,4
,,,1.52,,Bachelors,0
35.0,F,64437.0,1.89,Chicago,Master,4
21.0,F,55432.0,1.8,Chicago,Master,3
85.0,M,53002.0,1.66,Los Angeles,Phd,0
23.0,M,69735.0,1.6,Los Angeles,Bachelor,0
62.0,F,62342.0,1.8,Phoenix,Phd,0
87.0,M,94076.0,1.93,Chicago,,0
83.0,M,32318.0,1.82,Houston,,2
,,,1.69,,Mastre,0
93.0,F,81046.0,1.95,New York,Phd,3
,,,1.85,,Bachelors,0
76.0,F,21396.0,1.73,Phoenix,,2
51.0,M,81348.0,1.52,Los Angeles,Master,0
55.0,F,93748.0,1.63,Houston,Master,4
45.0,M,72054.0,1.77,Los Angeles,Phd,3
91.0,M,70365.0,1.79,Chicago,Master,5
85.0,M,44371.0,1.71,Chicago,Bachelor,3
17.0,F,30777.0,1.57,Phoenix,Phd,4
80.0,F,48402.0,1.58,Phoenix,Master,1
39.0,F,56368.0,1.8,Los Angeles,Bachelor,0
67.0,M,65194.0,1.62,Los Angeles,Master,3
26.0,M,99447.0,1.67,Houston,Phd,0
6.0,F,94030.0,1.94,Houston,,0
45.0,M,47663.0,1.85,Los Angeles,Bachelor,2
15.0,F,58718.0,1.76,Phoenix,Bachelor,5
59.0,F,79941.0,1.99,Houston,,4
16.0,M,63246.0,1.67,Phoenix,Bachelor,2
76.0,M,82314.0,1.98,Phoenix,,4
60.0,M,92804.0,1.85,Phoenix,Phd,4
20.0,F,55992.0,1.71,Chicago,,5
96.0,M,30764.0,1.52,Houston,Bachelor,5
43.0,F,84941.0,1.78,Los Angeles,Master,2
,,,1.71,,No Education,0
24.0,F,91747.0,1.81,Chicago,,2
84.0,M,30977.0,1.91,New York,,3
28.0,M,84709.0,1.58,Los Angeles,Bachelor,5
33.0,F,82365.0,1.85,Chicago,Bachelor,4
,,,1.82,,Phd,0
98.0,M,24527.0,1.81,Chicago,,5
31.0,F,32805.0,1.57,Chicago,Master,2
42.0,M,54285.0,1.5,Los Angeles,Phd,5
,,,1.99,,Phd,0
56.0,F,57070.0,1.82,Los Angeles,Phd,2
60.0,M,66317.0,1.87,Chicago,,0
48.0,M,75212.0,1.82,Chicago,Phd,2
87.0,F,78654.0,1.87,Los Angeles,Phd,0
58.0,M,41942.0,1.95,Phoenix,Bachelor,0
88.0,M,42227.0,1.87,Chicago,,2
62.0,F,86741.0,1.6,Chicago,Bachelor,0
64.0,F,98535.0,1.89,Los Angeles,Phd,2
57.0,M,71039.0,1.58,Chicago,Bachelor,2
28.0,F,43527.0,1.6,New York,,3
33.0,M,40308.0,1.99,Chicago,Phd,3
93.0,F,83699.0,1.53,Los Angeles,Master,4
17.0,M,60197.0,1.7,New York,,0
50.0,F,98074.0,1.89,Houston,,2
99.0,M,82892.0,1.99,Los Angeles,Bachelor,0
43.0,F,21120.0,1.68,Los Angeles,Bachelor,4
69.0,M,34345.0,1.81,Phoenix,Bachelor,3
62.0,F,75690.0,1.8,Chicago,Master,1
42.0,M,55697.0,1.6,New York,Master,0
,,181075.0,1.51,,Mastre,0
27.0,F,54512.0,1.71,Los Angeles,,3
86.0,F,77613.0,1.85,New York,Bachelor,0
9.0,F,79157.0,1.52,Los Angeles,Phd,1
2.0,F,65265.0,1.62,New York,Phd,4
39.0,M,71310.0,1.74,New York,Bachelor,5
91.0,F,72499.0,1.78,Houston,Master,5
83.0,F,67485.0,1.54,New York,Master,1
76.0,F,67175.0,1.9,Houston,Bachelor,1
57.0,F,57350.0,1.72,Phoenix,Bachelor,2
77.0,F,51616.0,1.8,New York,Bachelor,1
12.0,F,46549.0,1.9,Phoenix,,3
,,167743.0,1.87,,Mastre,0
1.0,M,63538.0,1.86,Chicago,Master,5
61.0,M,42380.0,1.59,New York,Phd,0
62.0,M,92042.0,1.85,Phoenix,,1
,,193380.0,1.71,,Phd,0
81.0,F,61556.0,1.66,New York,Phd,4
88.0,F,63004.0,1.83,New York,Master,0
81.0,F,48694.0,1.87,New York,,4
24.0,F,88195.0,1.76,Phoenix,Bachelor,4
66.0,F,51475.0,1.94,Houston,Bachelor,4
4.0,F,60090.0,1.98,Los Angeles,,3
53.0,M,62445.0,1.74,Houston,Bachelor,2
,,,1.76,,Mastre,0
85.0,M,70277.0,1.58,Chicago,Phd,1
74.0,M,83283.0,1.8,Chicago,Phd,0
77.0,F,30833.0,1.82,New York,Bachelor,2
5.0,F,53524.0,1.6,Phoenix,Bachelor,0
62.0,F,29656.0,1.56,New York,Bachelor,2
34.0,M,93779.0,1.62,Houston,Phd,0
51.0,M,64554.0,1.64,Phoenix,Bachelor,4
51.0,F,62500.0,1.83,Houston,Bachelor,4
91.0,M,80417.0,1.97,Los Angeles,Phd,2
53.0,M,97718.0,1.85,Los Angeles,,1
78.0,M,98954.0,1.92,Phoenix,Master,0
98.0,M,66930.0,1.89,Phoenix,Master,2
64.0,F,63129.0,1.56,New York,Phd,0
86.0,F,43973.0,1.89,Phoenix,Bachelor,1
35.0,F,21363.0,1.67,Houston,Phd,2
61.0,M,42791.0,1.65,Phoenix,Master,0
,,197332.0,1.53,,Phd,0
,,,1.68,,Mastre,0
12.0,F,61665.0,1.78,Phoenix,Master,2
59.0,M,57755.0,1.65,Houston,Phd,0
16.0,F,65774.0,1.81,Los Angeles,Bachelor,2
97.0,F,37084.0,1.51,New York,Master,0
22.0,M,34451.0,1.73,Phoenix,Master,0
38.0,M,43257.0,1.88,New York,Phd,4
99.0,F,96663.0,1.93,Los Angeles,Master,1
30.0,F,28939.0,1.77,Phoenix,Phd,3
48.0,M,96906.0,1.76,Los Angeles,Phd,2
50.0,M,33780.0,1.53,Houston,,0
55.0,M,51429.0,1.6,Los Angeles,Master,5
65.0,F,85480.0,1.88,New York,Master,5
85.0,M,22994.0,1.68,Los Angeles,Bachelor,3
,,,1.84,,No Education,0
95.0,F,78933.0,1.6,Houston,Bachelor,0
7.0,M,59389.0,1.67,Houston,Phd,0
28.0,F,42029.0,1.67,Chicago,,2
,,168682.0,1.57,,Mastre,0
45.0,F,31349.0,1.89,Phoenix,Bachelor,1
97.0,M,97169.0,1.94,Chicago,Bachelor,3
,,,1.84,,Bachelors,0
50.0,M,53774.0,1.87,Houston,Bachelor,2
74.0,M,29535.0,1.75,Los Angeles,,0
48.0,F,80202.0,1.56,Phoenix,,4
92.0,M,58765.0,1.8,Houston,Phd,5
19.0,M,83894.0,1.53,New York,,4
47.0,M,67746.0,1.63,Los Angeles,Phd,0
,,,1.52,,No Education,0
69.0,F,22046.0,1.5,New York,Phd,0
58.0,F,84755.0,1.8,New York,Master,4
94.0,F,57908.0,1.53,Los Angeles,Phd,3
95.0,M,88171.0,1.83,New York,Master,3
49.0,M,41248.0,1.56,Phoenix,Master,5
63.0,M,35849.0,1.9,Houston,,5
27.0,M,98904.0,1.8,Los Angeles,Master,2
41.0,F,38248.0,1.88,Los Angeles,Phd,2
94.0,M,98289.0,1.86,Chicago,Bachelor,2
2.0,F,97161.0,1.5,New York,Phd,0
61.0,F,84158.0,1.52,Phoenix,Bachelor,5
72.0,F,84796.0,1.95,New York,,3
98.0,F,69207.0,1.97,Phoenix,Phd,3
12.0,F,78129.0,1.93,Chicago,Master,3
96.0,F,96520.0,1.82,Los Angeles,Master,0
8.0,F,88284.0,1.83,Chicago,,3
,,,1.76,,No Education,0
64.0,F,48767.0,1.77,New York,Bachelor,4
23.0,M,95303.0,1.7,New York,Master,1
67.0,F,94591.0,1.76,Chicago,Bachelor,5
89.0,M,62329.0,1.52,Phoenix,Master,5
29.0,M,85855.0,1.84,Chicago,Bachelor,2
84.0,F,67799.0,1.57,Phoenix,Phd,5
77.0,F,98847.0,1.67,New York,Bachelor,1
39.0,M,28004.0,1.76,New York,,2
60.0,F,36830.0,1.55,Los Angeles,Master,0
50.0,F,50772.0,1.56,Houston,Bachelor,0
,,187347.0,1.81,,Phd,0
93.0,F,23987.0,1.65,Los Angeles,Phd,4
54.0,F,67309.0,1.77,New York,,2
96.0,F,57322.0,1.87,Phoenix,Master,1
87.0,F,84153.0,1.69,Chicago,Master,5
,,158294.0,2.0,,No Education,0
24.0,F,89478.0,1.74,New York,,2
88.0,F,39773.0,1.57,Phoenix,Bachelor,2
49.0,F,53112.0,1.51,Los Angeles,Bachelor,1
12.0,M,74576.0,1.88,Los Angeles,Master,0
34.0,M,96629.0,1.97,Los Angeles,Phd,0
79.0,M,71533.0,2.0,Houston,Bachelor,4
90.0,M,69270.0,1.62,Chicago,,4
82.0,F,33232.0,1.73,New York,Master,1
78.0,M,39886.0,1.97,Houston,Phd,5
27.0,M,58012.0,1.54,Phoenix,,2
85.0,M,21021.0,1.87,Houston,Master,2
,,170264.0,1.78,,Mastre,0
86.0,F,86882.0,1.61,Phoenix,Phd,5
31.0,M,47631.0,1.69,Phoenix,Phd,1
,,,1.69,,Bachelors,0
99.0,M,45671.0,1.8,Phoenix,Bachelor,5
74.0,M,34154.0,1.73,Los Angeles,Master,4
51.0,M,37857.0,1.8,Los Angeles,Phd,3
23.0,M,71280.0,1.8,New York,,1
,,,1.97,,Mastre,0
43.0,M,86537.0,1.69,New York,Master,3
51.0,F,60814.0,1.76,New York,Phd,1
,,193334.0,1.91,,Bachelors,0
,,,1.84,,Mastre,0
33.0,M,22352.0,1.77,Houston,Bachelor,3
29.0,F,89621.0,1.59,Los Angeles,Bachelor,1
75.0,M,70820.0,1.69,Houston,Master,3
98.0,M,23945.0,1.8,Phoenix,Master,0
5.0,M,74972.0,1.53,Chicago,Phd,3
75.0,M,47774.0,1.87,New York,Master,1
41.0,F,43060.0,1.57,Houston,Bachelor,2
9.0,M,49517.0,1.79,Chicago,Phd,3
81.0,M,65805.0,1.72,Phoenix,Bachelor,0
,,182363.0,1.68,,Mastre,0
44.0,M,52147.0,1.62,Phoenix,,0
,,198783.0,1.97,,Phd,0
52.0,F,54915.0,1.9,Los Angeles,,1
28.0,F,40990.0,1.83,Houston,Phd,5
3.0,F,81598.0,1.59,Phoenix,Master,5
,,,1.94,,Phd,0
,,169510.0,1.93,,Mastre,0
51.0,F,44005.0,1.67,Chicago,,0
26.0,M,27690.0,1.83,Houston,Phd,5
50.0,F,98929.0,1.77,Houston,Master,0
,,158452.0,1.55,,Bachelors,0
92.0,M,63444.0,1.76,Los Angeles,Bachelor,0
16.0,F,48327.0,1.71,New York,Master,1
7.0,F,66042.0,1.6,New York,Bachelor,0
46.0,F,51567.0,1.6,Houston,Master,2
87.0,F,46653.0,1.55,Los Angeles,,0
,,198287.0,1.81,,No Education,0
50.0,F,26952.0,1.58,Phoenix,Master,4
,,,1.55,,No Education,0
8.0,M,33220.0,1.67,Phoenix,Master,2
58.0,F,63422.0,1.55,New York,Bachelor,0
66.0,M,56683.0,1.56,New York,Phd,0
60.0,F,28265.0,1.73,Chicago,Phd,1
95.0,F,77093.0,1.98,Phoenix,,5
92.0,F,87505.0,1.64,Houston,,5
83.0,M,54668.0,1.61,Chicago,Master,3
8.0,M,68577.0,1.76,Phoenix,Bachelor,4
39.0,M,73666.0,1.65,Phoenix,,4
65.0,M,66439.0,1.98,Houston,Phd,5
,,,1.95,,Bachelors,0
12.0,M,78195.0,1.8,New York,Master,2
27.0,M,42288.0,1.59,Chicago,,3
95.0,F,23789.0,1.82,New York,,1
84.0,F,45687.0,1.84,New York,Master,2
47.0,F,84319.0,1.52,Phoenix,Bachelor,5
98.0,M,65426.0,1.72,Houston,Master,1
97.0,F,64608.0,1.86,Los Angeles,Bachelor,5
26.0,M,90316.0,1.52,New York,Phd,1
89.0,F,30200.0,1.72,Chicago,,2
,,179369.0,1.56,,Phd,0
61.0,M,43624.0,1.88,Houston,Phd,2
96.0,F,83553.0,1.87,New York,Master,1
81.0,M,95484.0,1.97,Houston,,5
86.0,F,55933.0,1.56,Chicago,Bachelor,4
81.0,M,85900.0,1.91,Phoenix,Master,1
,,,1.67,,Bachelors,0
,,171671.0,1.93,,Phd,0
54.0,M,62405.0,1.79,Phoenix,Phd,0
47.0,F,45271.0,1.7,Los Angeles,Master,1
21.0,F,63085.0,1.82,Houston,,4
62.0,M,47277.0,1.5,Phoenix,Bachelor,5
81.0,M,31137.0,1.88,New York,,2
21.0,F,40338.0,1.67,Phoenix,,5
98.0,F,33144.0,1.6,Houston,Bachelor,3
77.0,M,24541.0,1.73,Phoenix,Phd,2
,,186805.0,1.85,,Mastre,0
75.0,M,79207.0,1.73,Chicago,Bachelor,5
96.0,M,53064.0,1.58,Los Angeles,Phd,5
,,162919.0,1.55,,No Education,0
51.0,F,37221.0,1.65,New York,Master,0
57.0,F,56394.0,1.76,New York,Phd,3
59.0,M,35224.0,1.74,Los Angeles,Bachelor,0
61.0,F,98708.0,1.59,New York,Phd,5
90.0,M,59569.0,1.68,Chicago,Bachelor,5
8.0,M,30591.0,1.81,Phoenix,Bachelor,4
43.0,F,54352.0,1.64,Phoenix,,2
47.0,M,77777.0,1.61,Los Angeles,Master,3
39.0,M,23107.0,1.62,Houston,Bachelor,4
67.0,F,64838.0,1.77,Phoenix,,2
76.0,F,87611.0,1.96,New York,Phd,4
75.0,M,98500.0,1.89,Los Angeles,Master,4
92.0,F,91390.0,1.89,Los Angeles,Phd,4
99.0,M,29596.0,1.52,Phoenix,Phd,5
5.0,M,25048.0,1.63,New York,Master,2
61.0,F,86282.0,1.98,New York,Bachelor,4
12.0,M,77013.0,1.83,Los Angeles,Phd,1
24.0,M,42682.0,1.76,Houston,,3
89.0,M,54698.0,1.58,Houston,,1
76.0,F,48731.0,1.82,Chicago,Master,4
,,179005.0,1.98,,Bachelors,0
,,,1.71,,Bachelors,0
78.0,F,43806.0,1.89,Phoenix,Phd,0
98.0,F,74580.0,1.92,Chicago,Bachelor,0
77.0,M,69926.0,1.69,Chicago,Phd,2
13.0,M,40185.0,1.61,Phoenix,Master,5
42.0,F,81280.0,1.6,Houston,Master,3
38.0,M,49752.0,1.61,Houston,Master,0
91.0,F,99069.0,1.63,Phoenix,Master,5
71.0,M,48826.0,1.86,Phoenix,Bachelor,1
,,,1.58,,Phd,0
,,,1.53,,Phd,0
2.0,M,32220.0,1.58,Houston,,4
7.0,M,48755.0,1.88,Phoenix,Master,4
85.0,M,35202.0,1.82,New York,Bachelor,2
17.0,M,54885.0,1.62,Phoenix,Master,2
74.0,F,60741.0,1.72,Chicago,Bachelor,1
32.0,F,73531.0,1.82,Phoenix,Master,3
28.0,M,35097.0,1.78,Los Angeles,Master,4
100.0,F,61690.0,1.68,Chicago,,3
90.0,M,81127.0,1.55,Phoenix,,5
14.0,F,87279.0,1.85,Houston,Master,1
28.0,M,38904.0,1.94,Los Angeles,,5
17.0,M,91793.0,1.88,Phoenix,Phd,1
51.0,M,82264.0,1.96,Houston,Phd,5
66.0,M,44411.0,1.75,New York,Phd,4
74.0,F,49449.0,1.99,Chicago,Phd,4
25.0,F,42308.0,1.59,Los Angeles,Bachelor,5
61.0,F,87662.0,1.74,Phoenix,Phd,4
34.0,F,44508.0,1.85,Los Angeles,Bachelor,4
54.0,M,89952.0,1.73,Los Angeles,Phd,1
3.0,M,31383.0,1.95,Houston,Bachelor,4
21.0,M,53888.0,1.52,New York,Bachelor,5
9.0,F,52778.0,1.59,Phoenix,Master,5
32.0,M,27191.0,1.63,Los Angeles,Bachelor,3
56.0,M,48371.0,1.74,Chicago,Phd,4
98.0,M,91127.0,1.97,Houston,,1
70.0,M,42470.0,1.65,New York,Phd,1
69.0,F,70282.0,1.76,Chicago,Bachelor,5
37.0,F,96359.0,1.79,Chicago,Master,2
10.0,M,61076.0,1.85,Los Angeles,Phd,4
47.0,M,55027.0,1.74,Houston,,0
64.0,F,57491.0,1.58,Los Angeles,Master,4
62.0,M,23875.0,1.64,Chicago,Bachelor,0
11.0,F,93228.0,1.71,New York,Master,2
89.0,M,73879.0,1.57,New York,Phd,3
18.0,F,51873.0,1.61,New York,Master,3
95.0,M,66023.0,1.6,Chicago,,5
78.0,F,83925.0,1.84,Los Angeles,Master,0
9.0,F,89649.0,1.68,Phoenix,Phd,4
68.0,F,94647.0,1.99,Houston,Bachelor,1
,,,1.75,,Mastre,0
23.0,M,87290.0,1.57,Houston,,1
,,159462.0,1.98,,Mastre,0
81.0,M,38486.0,1.7,Houston,,2
83.0,M,97534.0,1.66,Phoenix,,0
48.0,F,63428.0,1.65,Los Angeles,Master,2
9.0,M,97306.0,1.67,Los Angeles,,2
93.0,F,34375.0,1.7,Phoenix,Master,1
,,,1.72,,No Education,0
46.0,M,71951.0,1.52,Chicago,Bachelor,0
53.0,F,84482.0,1.99,Los Angeles,Master,3
,,,1.94,,Mastre,0
11.0,F,86059.0,1.71,Chicago,Master,1
61.0,M,43922.0,1.72,Phoenix,Master,5
56.0,F,47569.0,1.68,Chicago,Bachelor,0
86.0,M,97491.0,1.99,Chicago,Bachelor,0
47.0,F,60300.0,1.86,Chicago,Bachelor,1
44.0,M,66245.0,1.72,Phoenix,,4
72.0,F,97731.0,1.65,Los Angeles,Phd,1
77.0,M,42190.0,1.81,New York,Phd,5
21.0,M,47100.0,1.78,New York,,3
20.0,M,42709.0,1.91,Chicago,Phd,1
29.0,F,42878.0,1.56,Chicago,,2
89.0,M,52930.0,1.83,Chicago,,2
,,,1.94,,Phd,0
47.0,M,92218.0,1.89,Phoenix,Bachelor,2
17.0,F,92932.0,1.5,Phoenix,Master,2
89.0,F,74100.0,1.88,Los Angeles,Bachelor,5
70.0,M,54219.0,1.55,Houston,Bachelor,1
42.0,M,44914.0,1.58,Chicago,Phd,0
72.0,F,32133.0,1.85,New York,,0
63.0,F,64399.0,1.87,Chicago,Master,5
86.0,F,65611.0,1.99,Chicago,Master,3
4.0,M,30892.0,1.63,New York,Bachelor,3
56.0,F,37187.0,1.79,Phoenix,Master,3
,,180422.0,1.79,,No Education,0
1.0,F,59022.0,1.91,Phoenix,Bachelor,5
86.0,F,86736.0,1.79,Chicago,,1
20.0,F,97866.0,1.88,Los Angeles,,4
99.0,F,68525.0,1.91,Houston,Phd,0
19.0,M,74011.0,1.56,Phoenix,Master,3
71.0,F,67150.0,1.97,Los Angeles,,2
,,,1.79,,Bachelors,0
92.0,M,37144.0,1.71,Houston,,1
23.0,F,44940.0,1.94,Los Angeles,Phd,1
78.0,F,60351.0,1.63,Los Angeles,Phd,4
29.0,F,59132.0,1.7,Houston,Bachelor,1
31.0,M,60791.0,1.79,Houston,,2
46.0,M,57551.0,1.77,Houston,Phd,5
19.0,M,58655.0,1.97,Houston,Bachelor,3
70.0,F,58836.0,1.63,New York,Master,3
57.0,F,83656.0,1.72,Phoenix,,5
68.0,M,94411.0,1.7,Chicago,Phd,4
79.0,F,59776.0,1.53,Houston,Master,5
64.0,F,38629.0,1.99,Chicago,Master,3
14.0,M,54353.0,1.95,Houston,Master,2
48.0,M,82786.0,1.53,New York,Master,2
93.0,M,81645.0,1.66,Phoenix,,2
25.0,M,35497.0,1.81,New York,Phd,4
45.0,F,94885.0,1.68,Houston,,5
77.0,M,75148.0,1.89,New York,Bachelor,5
84.0,F,36506.0,1.56,New York,Master,4
53.0,F,46663.0,1.83,New York,Bachelor,3
39.0,M,23106.0,1.6,Chicago,Master,4
63.0,F,27737.0,1.67,Los Angeles,Phd,5
21.0,M,42349.0,1.64,New York,,5
53.0,M,83718.0,1.94,Los Angeles,Phd,1
68.0,F,61908.0,1.61,Phoenix,,2
86.0,F,46554.0,1.87,Chicago,Phd,4
40.0,F,59792.0,1.63,Chicago,Bachelor,2
95.0,F,98991.0,1.89,Houston,,0
,,,1.58,,Mastre,0
35.0,F,33950.0,1.67,New York,,0
53.0,M,94488.0,1.64,Phoenix,,1
36.0,F,81354.0,1.93,Los Angeles,,3
87.0,F,25941.0,1.64,Phoenix,Bachelor,5
47.0,F,86456.0,1.91,New York,Master,0
42.0,M,76655.0,1.92,Houston,Master,2
5.0,M,94018.0,1.59,Houston,Phd,3
59.0,F,56575.0,1.98,Chicago,,5
88.0,F,95216.0,1.69,New York,Phd,3
20.0,F,86037.0,1.5,New York,Phd,3
67.0,M,32268.0,1.52,Houston,Master,4
32.0,F,49540.0,1.97,Houston,,3
14.0,F,59929.0,1.63,New York,Phd,1
98.0,M,96908.0,1.96,New York,Bachelor,2
2.0,M,32039.0,1.72,New York,Bachelor,2
16.0,F,20452.0,1.8,Los Angeles,Master,5
71.0,M,89164.0,1.86,Los Angeles,Phd,1
46.0,M,89890.0,1.76,Houston,Bachelor,4
93.0,F,88312.0,1.91,New York,,4
88.0,F,89382.0,1.91,New York,Bachelor,1
,,,1.52,,Bachelors,0
68.0,M,24684.0,1.69,Los Angeles,,3
70.0,M,87128.0,1.75,Chicago,Bachelor,1
7.0,F,30101.0,1.64,Los Angeles,Master,3
70.0,F,62110.0,1.81,Chicago,Phd,0
62.0,M,62095.0,1.65,Phoenix,Bachelor,1
41.0,M,53089.0,1.87,Houston,,4
,,156083.0,1.93,,No Education,0
,,159619.0,1.81,,No Education,0
40.0,F,33944.0,1.88,Houston,,0
,,152326.0,1.72,,Bachelors,0
97.0,M,82892.0,1.71,New York,,5
,,,1.8,,Bachelors,0
96.0,F,32071.0,1.57,New York,,0
87.0,F,68652.0,1.59,Chicago,,0
44.0,M,25664.0,1.75,Houston,Master,1
70.0,F,61004.0,1.8,New York,Bachelor,0
15.0,M,31914.0,1.91,New York,Master,3
84.0,F,98179.0,1.51,Phoenix,Bachelor,4
2.0,M,60565.0,1.84,Houston,Bachelor,5
41.0,F,24437.0,1.68,Houston,Bachelor,2
68.0,M,23735.0,1.57,New York,,1
2.0,M,71078.0,1.71,Los Angeles,Phd,2
,,171578.0,1.76,,Mastre,0
1.0,M,27587.0,1.56,Los Angeles,,0
72.0,F,89286.0,1.81,Houston,Phd,5
83.0,F,64475.0,1.8,New York,Master,0
